article_title,venue,article_link,cluster_id,support,support_fraction,models_present,actionable,impact,evidence,avg_confidence,centroid_confidence,SOUND,PRECISE,CATEGORY
16,FSE/FSE 20/16.pdf,https://doi.org/10.1145/3368089.3417920,2,3,3/5,deepseek|gpt|qwen,Use dynamic slicing results to identify impacted code regions and automatically generate or select targeted regression tests for changed methods in distributed applications.,"Narrows the testing search space, allowing developers to focus on relevant dependencies and meet strict CI deadlines efficiently.","In a ZooKeeper maintenance case study, applying Dads with a budget constraint yielded a precise forward dynamic slice that guided test selection, achieving cost-effectiveness ratios of 0.96 (overhead) and 0.02 (response time) compared to the baseline's 0.4 and 0.007 respectively.",0.9167,0.95,YES,YES,Automated Testing and Quality Assurance | CI/CD and DevOps Automation
11,FSE/FSE 18/11.pdf,https://doi.org/10.1145/3236024.3275535,2,3,3/5,deepseek|gpt|mixtral|gemma,Adopt a static analysis tool to check for API incompatibilities when upgrading libraries.,"Reduces breaking changes caused by library updates, improving application stability.",The study found that 26% of library versions violate semantic versioning and could suggest non-breaking upgrades for 10% of libraries.,0.9167,0.9,YES,YES,Code Standards and Maintainability | Automated Testing and Quality Assurance | CI/CD and DevOps Automation
11,FSE/FSE 18/11.pdf,https://doi.org/10.1145/3236024.3275535,1,3,3/5,deepseek|gpt|qwen|gemma,Integrate automated static analysis for API compatibility into CI/CD pipelines to safely suggest and apply library upgrades only after verifying they do not introduce breaking changes.,Eliminates easily-preventable mistakes and vulnerabilities caused by oversight of breaking changes during manual dependency updates.,The authors state their approach is 'lightweight enough to be part of a continuous integration/delivery (CI/CD) pipeline' and that automated upgrades with guarantees 'would go a long way towards eliminating easily-preventable classes of mistakes and vulnerabilities.' They also cite prior work showing automation increased upgrades by 60%.,0.8667,0.85,YES,YES,Code Standards and Maintainability | Automated Testing and Quality Assurance | CI/CD and DevOps Automation
11,FSE/FSE 18/11.pdf,https://doi.org/10.1145/3236024.3275535,3,2,2/5,gpt|mixtral,"Use a novel method of composing diffs for real-time diff queries on arbitrary library version pairs, at the cost of linear space.",Enables efficient and scalable static analysis for library upgrades,"The authors' system performed diff composition in linear time, outperforming a quadratic approach",0.925,0.95,YES,NO,CI/CD and DevOps Automation
11,FSE/FSE 18/11.pdf,https://doi.org/10.1145/3236024.3275535,4,2,2/5,gpt|mixtral|gemma,Assess adherence to semantic versioning (SemVer) in open source libraries by analyzing their version history and change logs.,"Identifies violations of SemVer, helping developers maintain backward compatibility","The authors found that 26% of library versions were in violation of SemVer across Maven Central, PyPI, and RubyGems",0.925,0.95,YES,YES,Code Standards and Maintainability | Project Management and Governance
11,FSE/FSE 18/11.pdf,https://doi.org/10.1145/3236024.3275535,5,1,1/5,gpt,Generate test cases that exercise code paths involved in a breaking upgrade to improve usability and reduce manual work.,Provides automated validation of upgrade safety.,Another direction is to make results more actionable by generating test cases which exercise code paths which we know to be involved in a breaking upgrade.,0.7,0.7,YES,YES,Automated Testing and Quality Assurance
11,FSE/FSE 18/11.pdf,https://doi.org/10.1145/3236024.3275535,6,1,1/5,gpt,Optimize the selection of upgrade versions to minimize the manual work users must perform.,Reduces the effort required to apply upgrades.,or optimizing the selection of upgrade versions to minimize the manual work users must perform.,0.7,0.7,YES,NO,Project Management and Governance | CI/CD and DevOps Automation
17,FSE/FSE 20/17.pdf,https://ink.library.smu.edu.sg/sis_research,2,3,3/5,deepseek|gpt|mixtral|gemma,Use the DeepCommenter IntelliJ IDEA plug‑in to automatically generate descriptive comments for Java methods.,Improved comment quality and faster generation (average 140 ms) compared to state‑of‑the‑art tools.,generating a comment takes an average of 140 milliseconds; our tool outperforms other approaches by a substantial margin and achieves the best BLEU/METEOR scores.,0.9333,0.9,YES,YES,Code Standards and Maintainability | Documentation Practices
17,FSE/FSE 20/17.pdf,https://ink.library.smu.edu.sg/sis_research,1,3,3/5,deepseek|gpt|mixtral|gemma,Use the DeepCommenter tool for generating code comments.,Improves program comprehension by providing descriptive and accurate comments.,Experimental results show that DeepCommenter outperforms state-of-the-art approaches in generating code comments.,0.9167,0.95,YES,YES,Code Standards and Maintainability | Documentation Practices
17,FSE/FSE 20/17.pdf,https://ink.library.smu.edu.sg/sis_research,3,1,1/5,gpt,Use the provided keyboard shortcuts (Ctrl + Alt +/ on Windows or Cmd + Option +/ on macOS) to invoke DeepCommenter quickly.,Easier and faster comment generation workflow.,We provide keyboard shortcuts 'ctrl + alt + /' (Windows) and 'command + option + /' (MacOS) to make it easier for developers to use the plug‑in.,0.9,0.9,YES,YES,Documentation Practices
17,FSE/FSE 20/17.pdf,https://ink.library.smu.edu.sg/sis_research,4,1,1/5,gpt,"Extend DeepCommenter to other IDEs (e.g., Eclipse) by wrapping the selected code into a JSON object and sending it to the server.",Enables developers to use DeepCommenter across multiple IDEs without redeploying the model.,"The core process of generating comments takes place on the server, which means that it is easy for developers to develop plug‑in for other Integrated Development Environment (IDE), e.g., Eclipse.",0.9,0.9,YES,YES,CI/CD and DevOps Automation
23,FSE/FSE 20/23.pdf,https://doi.org/10.1145/3368089.3418541,1,4,4/5,deepseek|gpt|mixtral|qwen|gemma,"Integrate an automation toolset into elite developers' daily workflows to handle non-technical, routine tasks such as communicative and supportive activities.","Reduce effort on routine activities that negatively associate with technical outcomes, thereby improving project productivity and quality.","Panel regression models indicate that elite developers allocating efforts to non-typical activities are negatively associated with project outcomes across multiple indicators (e.g., bug cycle time and fix rate).",0.875,0.85,YES,NO,Community Collaboration and Engagement | CI/CD and DevOps Automation
23,FSE/FSE 20/23.pdf,https://doi.org/10.1145/3368089.3418541,2,2,2/5,deepseek|qwen|gemma,"Leverage GitHub event logs to monitor and summarize daily developer activities, providing longitudinal activity profiles to guide informed effort allocation decisions.",Support elite developers in making informed decisions about managing their efforts and increase awareness of how their activities impact project sustainability.,"The proposed framework maps atomic event types onto predefined activity categories and uses descriptive analysis to generate longitudinal profiles, demonstrating how tracking these metrics can inform workflow adjustments.",0.85,0.8,YES,YES,Project Management and Governance
23,FSE/FSE 20/23.pdf,https://doi.org/10.1145/3368089.3418541,3,1,1/5,deepseek|gemma,Develop a data collector to gather activity logs from GitHub for elite developers.,"Provides insights into activity patterns, aiding in better resource allocation and workflow management.",Empirical studies show elite developers' activities significantly influence project outcomes.,0.9,0.9,YES,YES,NONE
8,FSE/FSE 18/8.pdf,https://doi.org/10.1145/3236024.3236072,2,4,4/5,deepseek|gpt|mixtral|qwen|gemma,"Use tools like Rex to generate test strings for regular expressions, especially when developer-written tests are insufficient or incomplete.",Achieves coverage levels similar to developer-written tests and can help uncover faults in the DFA structure.,"Rex-generated test inputs achieved comparable coverage to developer tests, with node coverage of 70.41% and edge coverage of 33.79%. However, Rex cannot cover failing states, so combining it with manual or other automated methods is recommended.",0.875,0.85,YES,YES,Automated Testing and Quality Assurance
8,FSE/FSE 18/8.pdf,https://doi.org/10.1145/3236024.3236072,1,3,3/5,deepseek|gpt|qwen|gemma,"Adopt graph-based coverage metrics for regular expressions by measuring node, edge, and edge-pair coverage in their DFA representations.",Improves test coverage of regular expressions by providing fine-grained metrics that traditional code coverage criteria lack.,"The study found that only 17% of regular expressions are tested at all, with median node and edge coverage levels at 59% and 29%, respectively. Graph-based metrics can reveal uncovered paths in the DFA, as shown in the example of the bug report for the NAR plugin.",0.8875,0.9,YES,YES,Automated Testing and Quality Assurance
8,FSE/FSE 18/8.pdf,https://doi.org/10.1145/3236024.3236072,3,1,1/5,gpt,Add a mutation step to Rex-generated input strings to force them into the error state and cover uncovered edges and nodes.,Increases coverage of the error state and its incident edges.,Discussion suggests that mutating Rex-generated strings may force them into the error state.,0.7,0.7,YES,YES,Automated Testing and Quality Assurance
8,FSE/FSE 18/8.pdf,https://doi.org/10.1145/3236024.3236072,4,1,1/5,gpt|gemma,Provide the complement of a regular expression to Rex to generate failing inputs.,Enables generation of failing test cases that cover error paths.,Discussion proposes using the complement of the regular expression as an alternative approach.,0.7,0.7,YES,YES,Automated Testing and Quality Assurance
